type,id,question,answer,condition,
paragraph,Nature_OER_00214,"what is the doi of the paper that attributes the low interfacial resistance of an Fe₃O₄@carbon anode to synergistic interactions with a doped‑carbon matrix, resulting in stable outdoor operation without noble‑metal oxides?",https://doi.org/10.1038/s41893-020-0509-6,2,
paragraph,RSC_OER_03658,"what is the doi of the paper that constructs sub‑microwires comprising a metallic MoO₂ core clad with MoS₂ nanosheets and Ni₂P nanoparticles, so that nested electron pathways and multi‑interface coupling deliver bifunctional catalysis?",https://doi.org/10.1039/C7NR06186B,2,
paragraph,RSC_OER_03658,"what is the doi of the paper that explains how temperature‑programmed sulfuration followed by phosphidation transforms nickel molybdate into a tri‑component hybrid whose individual phases collectively address conductivity, active‑site density and reaction kinetics?",https://doi.org/10.1039/C7NR06186B,2,
paragraph,RSC_OER_00479,What is the doi of the paper that investigates how Fe incorporation into NiS₂ affects the metallic nature and suppresses thick passivation layer formation during OER cycles?,https://doi.org/10.1039/C9NR07832K,1,
paragraph,RSC_OER_00479,What is the doi of the paper that examines the role of Fe–S bond shortening in improving the structural resilience of NiS₂-based electrocatalysts under alkaline OER conditions?,https://doi.org/10.1039/C9NR07832K,1,
paragraph,RSC_OER_00435,What is the doi of the paper that utilizes molten KSCN salt and surface corrosion to fabricate amorphous-crystalline hybrid NiFe sulfide catalysts for high current density OER?,https://doi.org/10.1039/D2QI00003B,1,
paragraph,RSC_OER_00435,What is the doi of the paper that explores the synergistic interplay between nanograss-structured FeNi₂S₄ and amorphous NiFe–LDH in sustaining industrial-grade OER at elevated temperature and electrolyte strength?,https://doi.org/10.1039/D2QI00003B,1,
paragraph,RSC_OER_00438,What is the doi of the paper that uses carbon derived from acid-treated sucrose to enhance Co₃O₄ composite performance for the oxygen evolution reaction?,https://doi.org/10.1039/C9RA07224A,1,
paragraph,RSC_OER_00460,What is the doi of the paper that designs ternary CoP₂ₓSe₂(1−ₓ) nanowires through dual doping to improve water splitting performance in a single alkaline cell?,https://doi.org/10.1039/C7NR00460E,1,
paragraph,RSC_OER_00460,What is the doi of the paper that reports how fine-tuned P-to-Se substitution in cobalt-based ternary nanowires affects HER and OER activities symmetrically in dual-electrode configurations?,https://doi.org/10.1039/C7NR00460E,1,
paragraph,RSC_OER_00474,What is the doi of the paper that employs etching followed by phosphorus doping to produce Fe-modified CoP nanowires optimized for dual HER and OER performance?,https://doi.org/10.1039/D0NJ06313D,1,
paragraph,RSC_OER_00474,What is the doi of the paper that correlates the optimal Fe doping ratio in Co-based phosphide nanowires with minimized overpotential in both cathodic and anodic reactions?,https://doi.org/10.1039/D0NJ06313D,1,
paragraph,Elsevier_OER_05824,What is the doi of the paper that demonstrates the stabilization of hollow CoP/MnO nanofibers through controlled phosphidation of MnCo₂O₄ intermediates for OER durability?,https://doi.org/10.1016/j.jcis.2021.11.114,1,
paragraph,Elsevier_OER_05824,What is the doi of the paper that attributes enhanced OER activity to the internal structure of CoP/MnO nanofibers designed for extended cycling stability?,https://doi.org/10.1016/j.jcis.2021.11.114,1,
paragraph,Elsevier_OER_05747,What is the doi of the paper that introduces fluorine as a dopant to generate oxygen vacancies and modify the band structure of cobalt molybdate nanosheets for OER catalysis?,https://doi.org/10.1016/j.apcatb.2021.120871,1,
paragraph,Elsevier_OER_05747,What is the doi of the paper that shows how F-induced vacancy engineering and Mo 4d orbital tuning synergistically boost OER kinetics in CoMoO₄?,https://doi.org/10.1016/j.apcatb.2021.120871,1,
paragraph,Elsevier_OER_05775,What is the doi of the paper that constructs a 3D Ni₂P–MoS₂ heterostructure on carbon cloth using a two-step conversion process to optimize bifunctional catalytic activity?,https://doi.org/10.1016/j.jallcom.2020.158094,1,
paragraph,Elsevier_OER_05775,What is the doi of the paper that attributes exceptional HER and OER performance to interface effects in vertically grown Ni₂P–MoS₂ nanosheet arrays?,https://doi.org/10.1016/j.jallcom.2020.158094,1,
paragraph,Elsevier_OER_05792,What is the doi of the paper that designs okra-shaped Cu-doped CoP/Co₃O₄ hollow nanotube arrays and evaluates their full-cell water splitting efficiency?,https://doi.org/10.1016/j.ijhydene.2021.12.055,1,
paragraph,Elsevier_OER_05821,What is the doi of the paper that explores the dual role of vanadium in simultaneously reducing Pt clusters and enhancing charge transfer in NiFe LDH for water splitting?,https://doi.org/10.1016/j.jechem.2021.08.061,1,
paragraph,Elsevier_OER_05821,What is the doi of the paper that analyzes how vanadium shifts Ni’s d-band center to balance adsorption–desorption energetics during OER and HER in a bifunctional electrocatalyst?,https://doi.org/10.1016/j.jechem.2021.08.061,1,
paragraph,ACS_OER_00213,What is the doi of the paper that discusses how nickel incorporation transforms FeS2 into a semimetal with improved water affinity for oxygen evolution catalysis?,https://doi.org/10.1021/acs.inorgchem.9b01017,1,
paragraph,ACS_OER_00213,What is the doi of the paper that evaluates a yolk-shell Fe-based electrocatalyst undergoing structural reformation into NiFeOOH during alkaline oxygen evolution?,https://doi.org/10.1021/acs.inorgchem.9b01017,1,
paragraph,ACS_OER_00243,What is the doi of the paper that investigates the impact of gold nanoparticles on promoting NiFe layered hydroxide arrays for high-current OER in alkaline base?,https://doi.org/10.1021/acsami.7b03033,1,
paragraph,ACS_OER_00243,What is the doi of the paper that links the enhanced oxygen evolution activity of a NiFe LDH electrode to the formation of Ni3+ species induced by gold decoration?,https://doi.org/10.1021/acsami.7b03033,1,
paragraph,ACS_OER_00176,What is the doi of the paper that correlates superexchange interactions in Ni–Fe hydroxides with their boosted oxygen evolution efficiency in alkaline solution?,https://doi.org/10.1021/jp506946b,1,
paragraph,ACS_OER_00176,What is the doi of the paper that explains the superior electrocatalytic performance of a NiFe layered hydroxide with 1.5 Ni/Fe ratio via magnetic and DEMS analysis?,https://doi.org/10.1021/jp506946b,1,
paragraph,RSC_OER_01772,What is the doi of the paper that attributes enhanced oxygen evolution kinetics to a 3D-printed stainless-steel cone array coated with NiCo2S4 nanoneedles?,https://doi.org/10.1039/C9TA05161A,1,
paragraph,RSC_OER_01772,What is the doi of the paper that demonstrates how structural design of metal support enables 21-fold improvement in electroactive area for water splitting?,https://doi.org/10.1039/C9TA05161A,1,
paragraph,RSC_OER_01781,What is the doi of the paper that analyzes how high-valent cobalt doping in Fe–Ni hydroxides alters the electronic structure and enhances OER kinetics?,https://doi.org/10.1039/D1MA01125A,1,
paragraph,RSC_OER_01781,What is the doi of the paper that evaluates a nanoneedle-based Fe–Ni–Co hydroxide electrode integrated with FeSe2/C for supercapacitor and oxygen evolution?,https://doi.org/10.1039/D1MA01125A,1,
paragraph,RSC_OER_01737,What is the doi of the paper that develops hierarchical NiFeV hydroxide nanotubes with V-induced charge redistribution for improved oxygen evolution performance?,https://doi.org/10.1039/D2DT01235A,1,
paragraph,RSC_OER_01737,What is the doi of the paper that converts NiFeV hydroxide into phosphide while preserving its nanotube morphology for enhanced alkaline OER?,https://doi.org/10.1039/D2DT01235A,1,
paragraph,ACS_OER_01731,"What is the doi of the paper that reports a ternary aerogel electrode where charge separation is facilitated by codoped graphene, enabling both HER and OER under basic conditions?",https://doi.org/10.1021/acsami.7b09866,1,
paragraph,ACS_OER_01731,"What is the doi of the paper that details an in situ hybrid of WSe₂ and NiFe-LDH assembled on N,S-rGO framework using a hydrothermal method for bifunctional energy devices?",https://doi.org/10.1021/acsami.7b09866,1,
paragraph,ACS_OER_01720,What is the doi of the paper that discusses HER and UOR activity enhancement through tailoring Co/Mo ratios in vertically grown sulfide nanosheets?,https://doi.org/10.1021/acsami.0c06716,1,
paragraph,ACS_OER_01720,What is the doi of the paper that explores how Mo incorporation into CoS₂ reshapes surface morphology and boosts alkaline electrocatalysis?,https://doi.org/10.1021/acsami.0c06716,1,
paragraph,ACS_OER_01730,What is the doi of the paper that investigates OER performance improvement through direct integration of a trimetallic hydroxide cluster onto Ti₃C₂ MXene?,https://doi.org/10.1021/acs.jpcc.1c04892,1,
paragraph,ACS_OER_01730,What is the doi of the paper that attributes enhanced oxygen evolution activity to increased electron density near the Fermi level via metal–MXene interaction?,https://doi.org/10.1021/acs.jpcc.1c04892,1,
paragraph,Elsevier_OER_05627,What is the doi of the paper that shows SAC performance maximization by tuning Ni/Fe mass ratio below a critical threshold during carbon-supported catalyst formation?,https://doi.org/10.1016/j.ijhydene.2022.04.092,1,
paragraph,Elsevier_OER_05627,What is the doi of the paper that presents carbon-supported NiFe single-atom catalysts fabricated via one-step pyrolysis and optimized for low-resistance OER?,https://doi.org/10.1016/j.ijhydene.2022.04.092,1,
paragraph,Elsevier_OER_05619,What is the doi of the paper that leverages composition-gradient NiFe hydroxides to engineer continuous electron pathways and boost OER activity?,https://doi.org/10.1016/j.matchemphys.2020.123918,1,
paragraph,Elsevier_OER_05619,What is the doi of the paper that describes a hydrothermal synthesis where trisodium citrate promotes gradient nanosheet formation on Ni foam for electrocatalysis?,https://doi.org/10.1016/j.matchemphys.2020.123918,1,
paragraph,Elsevier_OER_05625,What is the doi of the paper that introduces a one-pot embedding of Pt nanoparticles into Ni–Fe Prussian blue analog nanocubes for bifunctional water splitting?,https://doi.org/10.1016/j.ijhydene.2020.05.170,1,
paragraph,Elsevier_OER_05625,What is the doi of the paper that reports a porous nanocube electrocatalyst where acid etching enhances surface area for both HER and OER?,https://doi.org/10.1016/j.ijhydene.2020.05.170,1,
paragraph,RSC_OER_01097,What is the doi of the paper that develops a self-supported bifunctional electrode via phosphidation of oxidized cobalt foil for water splitting?,https://doi.org/10.1039/C7TA01776F,1,
paragraph,RSC_OER_01097,What is the doi of the paper that identifies P-top sites in Co₂P as active centers for HER using both experimental and DFT analyses?,https://doi.org/10.1039/C7TA01776F,1,
paragraph,RSC_OER_01115,What is the doi of the paper that fabricates TiO₂-based electrocatalysts where surface Zn dissolution triggers a self-optimizing structure for chlorate production?,https://doi.org/10.1039/C7CY01849E,1,
paragraph,RSC_OER_01115,"What is the doi of the paper that enhances CER selectivity via co-deposition and post-treatment of Zn–Ru–Ti alloys leading to a rough, porous TiO₂ matrix?",https://doi.org/10.1039/C7CY01849E,1,
paragraph,Wiley_OER_01297,What is the doi of the paper that constructs ~50 nm hollow nanospheres of nickel oxysulfide through solvothermal growth for bifunctional electrocatalysis?,https://doi.org/10.1002/smll.201602637,1,
paragraph,Wiley_OER_01297,What is the doi of the paper that assesses HER/OER activity of fullerene-mimetic Ni-based nanospheres supported on nickel foam?,https://doi.org/10.1002/smll.201602637,1,
paragraph,Wiley_OER_01790,"What is the doi of the paper that fabricates FCC-Ni/NiS heterostructures within N,S-doped rGO via stepwise annealing of coordination polymer/GO hybrids?",https://doi.org/10.1002/cssc.202000159,1,
paragraph,Wiley_OER_01790,What is the doi of the paper that attributes enhanced OER activity to multiphase interfaces and nanoscale layering in a hybrid Ni-based composite?,https://doi.org/10.1002/cssc.202000159,1,
paragraph,ACS_OER_01431,What is the doi of the paper that demonstrates how incorporating a fourth transition metal improves the reaction rate at high current densities in a FeCoNi-based alloy?,https://doi.org/10.1021/acscatal.2c02604,1,
paragraph,ACS_OER_01396,What is the doi of the paper that achieves phosphide formation without using hazardous phosphorus donors by transforming LDH nanosheets in hydrogen atmosphere?,https://doi.org/10.1021/acs.inorgchem.8b03327,1,
paragraph,Elsevier_OER_06454,What is the doi of the paper that relates electrocatalytic activity to spin configuration and electron redistribution at Ni-based active centers?,https://doi.org/10.1016/j.apcatb.2022.122167,1,
paragraph,Elsevier_OER_06454,What is the doi of the paper that shows OER efficiency peaks at specific d-band values when doping Ni-MOFs with various 3d metals?,https://doi.org/10.1016/j.apcatb.2022.122167,1,
paragraph,Elsevier_OER_06499,What is the doi of the paper that constructs hollow tri-metal selenide nanostructures by leveraging template-directed carbon frameworks?,https://doi.org/10.1016/j.cej.2020.126174,1,
paragraph,Elsevier_OER_06499,"What is the doi of the paper that achieves dual electrocatalysis by integrating Cu, Ni, and Co into selenide nanosheets supported on nitrogen-rich scaffolds?",https://doi.org/10.1016/j.cej.2020.126174,1,
paragraph,RSC_OER_00940,What is the doi of the paper that identifies 200 °C as the optimal condition for achieving low overpotential in Mo-doped Ni3S2 grown on conductive substrates?,https://doi.org/10.1039/C6TA09853C,1,
paragraph,RSC_OER_00932,What is the doi of the paper that attributes OER activity enhancement to thermally induced oxygen vacancy formation in nanobelt catalysts?,https://doi.org/10.1039/D0CY01669A,1,
paragraph,RSC_OER_00932,What is the doi of the paper that tunes oxygen vacancy levels in spinel-type nanobelts through inert atmosphere annealing at different temperatures?,https://doi.org/10.1039/D0CY01669A,1,
paragraph,Wiley_OER_00677,What is the doi of the paper that explains OER enhancement through synergistic interplay in a nickel oxide–phosphide core–shell nanosheet architecture?,https://doi.org/10.1002/asia.201800033,1,
paragraph,Wiley_OER_00625,What is the doi of the paper that synthesizes hollow Co–Fe phosphide microtubes through multistep conversion from metal–organic precursors?,https://doi.org/10.1002/advs.201900576,1,
paragraph,Wiley_OER_01373,What is the doi of the paper that applies a urea–based method to produce conductive hafnium nitride nanoparticles for oxygen electrocatalysis?,https://doi.org/10.1002/anie.201908758,1,
paragraph,Wiley_OER_01373,What is the doi of the paper that emphasizes long-term catalyst durability in alkaline OER using a metal nitride not previously tested?,https://doi.org/10.1002/anie.201908758,1,
paragraph,Wiley_OER_01427,What is the doi of the paper that constructs high-performing anodes by directly converting Ni foam with iron and vanadium ions without using deposition techniques?,https://doi.org/10.1002/smll.202100639,1,
paragraph,ACS_OER_00851,What is the doi of the paper that investigates seawater electrolysis using a hierarchical IrO2@MnO2 structure supported by reduced graphene oxide?,https://doi.org/10.1021/acssuschemeng.2c04074,1,
paragraph,ACS_OER_00799,What is the doi of the paper that evaluates FeNi3@Ni nanoparticles for durability in AMF-enhanced electrolysis via ILTEM and in situ XRD?,https://doi.org/10.1021/acsaem.2c00663,1,
paragraph,ACS_OER_00799,What is the doi of the paper that explores the long-term crystallographic transformations of FeNi3@Ni under reductive and oxidative conditions up to 600°C?,https://doi.org/10.1021/acsaem.2c00663,1,
paragraph,RSC_OER_01380,What is the doi of the paper that attributes enhanced OER activity to a synergistic interface between FeOOH and hollow NiCoP/C nanocages?,https://doi.org/10.1039/C9NR07967J,1,
paragraph,RSC_OER_01380,What is the doi of the paper that demonstrates electron redistribution at a coupling interface between FeOOH and NiCoP/C improves OER intermediate adsorption?,https://doi.org/10.1039/C9NR07967J,1,
paragraph,RSC_OER_01334,What is the doi of the paper that achieves dual HER and OER activity using porous nitrogen-doped carbon nanofibers embedded with cobalt nanoparticles?,https://doi.org/10.1039/C6TA04244A,1,
paragraph,RSC_OER_01334,What is the doi of the paper that uses an electrospinning method followed by acid etching to create porous Co-PNCNFs with high OER current density?,https://doi.org/10.1039/C6TA04244A,1,
paragraph,RSC_OER_01283,What is the doi of the paper that develops amorphous iron oxide nanosheet arrays via electrochemical desulfurization for self-supported OER electrodes?,https://doi.org/10.1039/C6TA00456C,1,
paragraph,RSC_OER_01283,What is the doi of the paper that reports enhanced OER activity after long-term operation of FeOx nanosheets grown on carbon cloth?,https://doi.org/10.1039/C6TA00456C,1,
paragraph,Wiley_OER_03011,What is the doi of the paper that enhances Ni(OH)2 OER performance by pillaring it with zero-dimensional polyoxovanadate clusters?,https://doi.org/10.1002/smll.201703481,1,
paragraph,Wiley_OER_03011,What is the doi of the paper that forms a 2D/0D nanohybrid of Ni(OH)2 and polyoxovanadates via chemical solution growth in decarbonated water?,https://doi.org/10.1002/smll.201703481,1,
paragraph,Wiley_OER_03028,What is the doi of the paper that synthesizes Fe2Co8HCF nanospheres with a core-shell structure showing bifunctional water splitting activity at 1.63 V?,https://doi.org/10.1002/slct.202203616,1,
paragraph,Wiley_OER_03028,What is the doi of the paper that attributes high OER and HER performance to interfacial strain and electronic redistribution in Fe2Co8HCF core-shell catalysts?,https://doi.org/10.1002/slct.202203616,1,
paragraph,Wiley_OER_03085,What is the doi of the paper that investigates how increasing Co2Fe LDH loading on N-doped graphene paradoxically raises charge transfer resistance while enhancing OER activity?,https://doi.org/10.1002/elsa.202000009,1,
paragraph,Wiley_OER_03085,What is the doi of the paper that attributes improved OER performance of Co2Fe LDH–N-graphene hybrids to inhibition of graphene stacking and uniform LDH dispersion?,https://doi.org/10.1002/elsa.202000009,1,
paragraph,Wiley_OER_00036,what is the doi of the paper that constructs a three-dimensionally stretched film by in-situ polymerizing sodium anthraquinone-2-sulfonate on hydrothermally grown Ni₃S₂ nanosheets and attributes its bifunctional electrocatalytic activity to synergistic quinone–sulfide interactions revealed by operando Raman and DFT analysis?,https://doi.org/10.1002/smll.202101003,1,
paragraph,Wiley_OER_00036,what is the doi of the study that reports an ultrathin anthraquinone polymer film draped over Ni₃S₂ nanosheets forming a “3D-stretched” architecture whose long-term alkaline durability is linked to interfacial π–d conjugation between the polymer and metal sulfide?,https://doi.org/10.1002/smll.202101003,1,
paragraph,RSC_OER_03513,"what is the doi of the article that engineers defect-rich NiO sheaths around NiMoO₄ nanorods, enabling a three-stage Fe capture process adsorption, migration, and impregnation that reconstructs the surface into active oxyhydroxide layers during water oxidation?",https://doi.org/10.1039/D1QI01595H,1,
paragraph,RSC_OER_03513,what is the doi of the study that varies the Fe/Ni ratio in a NiMoO₄@NiO heterostructure and correlates operando X-ray absorption evidence of electronic tuning with accelerated lattice-oxygen-mediated catalysis in alkaline media?,https://doi.org/10.1039/D1QI01595H,1,
paragraph,Elsevier_OER_07778,"what is the doi of the paper that fabricates flower-like cobalt sulfide nanostructures, couples them with acid-functionalized multi-walled carbon nanotubes through ultrasonic dispersion, and ascribes the improved oxygen evolution kinetics to enlarged electrochemically active area and fast electron transport demonstrated by capacitance and impedance studies?",https://doi.org/10.1016/j.apsusc.2018.10.015,1,
